File Path,Function,Input Parameters,Output Parameters,Description 1,Description 2,Description 3,Description 4,Description 5
"/home/sujain/Desktop/dev/matchthecolumn/src/python_examples/nidcpower_source_dc_voltage_with_multiplexer/measurement.py","main","verbosity: int","return: None","Main entry for an NI-DCPOWER example, sourcing DC voltage possibly through a multiplexer. `verbosity` adjusts logging for `voltage_measurement` and `current_measurement`.","Runs the NI-DCPOWER SMU demonstration, focusing on sourcing `voltage_level` and reading back `voltage_measurement` and `current_measurement`. `verbosity` controls log detail.","Orchestrates an NI-DCPOWER test, setting `voltage_level` and `current_limit`. `verbosity` manages output for SMU operations and resulting `voltage_measurement`, `current_measurement`.","Top-level function for the NI-DCPOWER with multiplexer example. `verbosity` influences logging of SMU configuration (`voltage_level_range`, `current_limit_range`) and measurements.","Initializes and executes an NI-DCPOWER voltage sourcing task. `verbosity` sets logging for the applied `voltage_level`, `source_delay`, and the `voltage_measurement` and `current_measurement` feedback."
"/home/sujain/Desktop/dev/matchthecolumn/src/python_examples/niswitch_control_relays/measurement.py","measure","relay_names: str;close_relays: bool","return: tuple[()]","Controls relays on an NI-SWITCH device. It takes a string of `relay_names` (e.g., 'k0,k1') and a boolean `close_relays` to either connect (True) or disconnect (False) the specified paths. Returns an empty tuple on completion.","This function manages NI-SWITCH relay states. Based on the `close_relays` flag, it either closes or opens the relays listed in `relay_names`. Used for configuring signal paths in an ATE system.","Operates relays on an NI switch module. The `relay_names` parameter identifies the target relays, and `close_relays` determines the action (close if True, open if False). Confirms operation with a tuple return.","A T&M function for NI-SWITCH relay manipulation. It parses `relay_names` and applies the state defined by `close_relays` (True for connect, False for disconnect) to each specified relay.","Sets the state of specified `relay_names` on an NI-SWITCH. If `close_relays` is true, paths are connected; otherwise, they are opened. Essential for routing test signals."
"/home/sujain/Desktop/dev/matchthecolumn/src/python_examples/niswitch_control_relays/measurement.py","main","verbosity: int","return: None","Main entry point for the NI-SWITCH relay control example. `verbosity` controls the logging level for messages about `relay_names` and their states (`close_relays`).","Executes the NI-SWITCH relay control demonstration. The `verbosity` parameter adjusts the detail of runtime messages regarding relay operations on `relay_names`.","Orchestrates the NI-SWITCH example, which demonstrates controlling `relay_names`. The `verbosity` argument sets the logging level for the switch operations.","Top-level function to run the NI-SWITCH relay control test. `verbosity` input influences the console output detail for relay connection/disconnection actions.","Initializes and runs the NI-SWITCH control sequence. `verbosity` is used to set the desired level of logging for actions performed on `relay_names` based on `close_relays`."
"/home/sujain/Desktop/dev/matchthecolumn/src/python_examples/nidcpower_source_dc_voltage/measurement.py","measure","pin_names: Iterable[str];voltage_level: float;voltage_level_range: float;current_limit: float;current_limit_range: float;source_delay: float","return: tuple[list[int], list[str], list[float], list[float], list[bool]];measurement_sites: nims.DataType.Int32Array1D;measurement_pin_names: nims.DataType.StringArray1D;voltage_measurements: nims.DataType.DoubleArray1D;current_measurements: nims.DataType.DoubleArray1D;in_compliance: nims.DataType.BooleanArray1D","Sources a DC `voltage_level` on multiple `pin_names` using NI-DCPOWER. Configures `voltage_level_range`, `current_limit`, `current_limit_range`, and `source_delay`. Returns `measurement_sites`, `measurement_pin_names`, `voltage_measurements`, `current_measurements`, and `in_compliance` status for each pin.","This SMU function applies a `voltage_level` to a list of `pin_names`. It sets `voltage_level_range`, `current_limit` (with `current_limit_range`), and `source_delay`. Outputs include per-pin `voltage_measurements`, `current_measurements`, `in_compliance` flags, along with `measurement_sites` and `measurement_pin_names`.","Performs a multi-channel DC voltage sourcing and measurement with NI-DCPOWER. Inputs `pin_names`, `voltage_level`, `voltage_level_range`, `current_limit`, `current_limit_range`, `source_delay`. Outputs detailed results: `measurement_sites`, `measurement_pin_names`, `voltage_measurements`, `current_measurements`, `in_compliance`.","Drives multiple `pin_names` with a specified `voltage_level` and `current_limit` using an NI SMU. Parameters `voltage_level_range`, `current_limit_range`, `source_delay` apply. Collects and returns `voltage_measurements`, `current_measurements`, and `in_compliance` status for all `measurement_sites` and `measurement_pin_names`.","Configures NI-DCPOWER to source `voltage_level` across `pin_names`. Settings include `voltage_level_range`, `current_limit`, `current_limit_range`, and `source_delay`. It then measures and returns arrays of `voltage_measurements`, `current_measurements`, and `in_compliance` states, correlated by `measurement_sites` and `measurement_pin_names`."
"/home/sujain/Desktop/dev/matchthecolumn/src/python_examples/nidcpower_source_dc_voltage/measurement.py","_wait_for_event","channels: nidcpower.session._SessionBase;cancellation_event: threading.Event;event_id: nidcpower.enums.Event;timeout: float","return: None","Waits for a specific NI-DCPOWER `event_id` (e.g., SourceComplete) on the provided instrument `channels`. Handles `cancellation_event` and a `timeout` for robust SMU sequencing.","Synchronization primitive for NI-DCPOWER `channels`. Pauses until `event_id` is detected, or `cancellation_event` occurs, or `timeout` is reached. Ensures SMU operations are correctly timed.","Blocks until an NI-DCPOWER `event_id` is signaled by the `channels`. Incorporates `cancellation_event` and `timeout` for reliable control flow in SMU test programs.","Helper function to monitor NI-DCPOWER `channels` for a given `event_id`. Allows interruption via `cancellation_event` and prevents indefinite wait with a `timeout`. Critical for SMU event handling.","Manages waiting for NI-DCPOWER `channels` to emit a specific `event_id`. The wait can be cut short by `cancellation_event` or `timeout`, essential for synchronized multi-channel SMU tests."
"/home/sujain/Desktop/dev/matchthecolumn/src/python_examples/nidcpower_source_dc_voltage/measurement.py","_log_measurements","measured_sites: Iterable[int];measured_pins: Iterable[str];measured_values: Iterable[_Measurement]","return: None","Logs detailed SMU measurement results. Iterates through `measured_sites`, `measured_pins`, and corresponding `measured_values` (containing voltage and current) for display or recording.","Utility to output NI-DCPOWER measurement data. It takes `measured_sites`, `measured_pins`, and the `measured_values` (which include voltage/current pairs) and formats them for logging.","Displays or records the results from an NI-DCPOWER operation. It processes lists of `measured_sites`, `measured_pins`, and their associated `measured_values` (voltage and current readings).","A helper function for reporting SMU data. It takes `measured_sites`, `measured_pins` and the structured `measured_values` to provide a comprehensive log of the sourcing/measuring operation.","Prints or saves detailed feedback from NI-DCPOWER. Inputs are iterables of `measured_sites`, `measured_pins`, and `measured_values` (each item containing voltage and current). Useful for debugging multi-site tests."
"/home/sujain/Desktop/dev/matchthecolumn/src/python_examples/nidcpower_source_dc_voltage/measurement.py","main","verbosity: int","return: None","Main entry for NI-DCPOWER DC voltage source example. `verbosity` controls logging of `voltage_measurements`, `current_measurements`, and `in_compliance` status.","Runs the NI-DCPOWER SMU demonstration for sourcing `voltage_level` across multiple `pin_names`. `verbosity` adjusts log detail for `voltage_measurements` and `current_measurements`.","Orchestrates an NI-DCPOWER test, setting `voltage_level` and `current_limit` for `pin_names`. `verbosity` manages output for SMU operations and results like `in_compliance`.","Top-level function for NI-DCPOWER multi-channel voltage sourcing. `verbosity` influences logging of settings (`voltage_level_range`) and per-pin `voltage_measurements`.","Initializes and executes an NI-DCPOWER voltage sourcing task on `pin_names`. `verbosity` sets logging detail for `voltage_level`, `source_delay`, and the arrays of `voltage_measurements`, `current_measurements`, and `in_compliance`."
"/home/sujain/Desktop/dev/matchthecolumn/src/python_examples/output_voltage_measurement/measurement.py","measure","voltage_level: float;voltage_level_range: float;current_limit: float;current_limit_range: float;source_delay: float;input_pin: str;measurement_type: _visa_dmm.Function;range: float;resolution_digits: float;output_pin: str","return: tuple[float];measured_value: nims.DataType.Double","Performs a sequence of sourcing voltage on `output_pin` using NI-DCPOWER and then measuring voltage on `input_pin` using a VISA DMM. Configures DC Power with `voltage_level`, `voltage_level_range`, `current_limit`, `current_limit_range`, `source_delay`. Configures DMM with `measurement_type`, `range`, `resolution_digits`. Returns the DMM's `measured_value`.","This function coordinates an SMU (NI-DCPOWER) and a DMM (VISA). It sources `voltage_level` on `output_pin` with specified `current_limit` and `source_delay`. Then, it uses the DMM on `input_pin` to get a `measured_value` based on `measurement_type`, `range`, and `resolution_digits`.","Executes a source-measure test: NI-DCPOWER applies `voltage_level` (params: `voltage_level_range`, `current_limit`, `current_limit_range`, `source_delay`) to `output_pin`. A VISA DMM then reads `input_pin` (params: `measurement_type`, `range`, `resolution_digits`), returning the `measured_value`.","Stimulates `output_pin` with `voltage_level` (NI-DCPOWER, with `current_limit`, `source_delay`) and measures response on `input_pin` using a VISA DMM (`measurement_type`, `range`, `resolution_digits`). The key output is `measured_value`.","A combined T&M operation: first, NI-DCPOWER sources `voltage_level` on `output_pin` (configured by `voltage_level_range`, `current_limit`, `current_limit_range`, `source_delay`). Second, a VISA DMM measures `input_pin` using `measurement_type`, `range`, `resolution_digits`, yielding `measured_value`."
"/home/sujain/Desktop/dev/matchthecolumn/src/python_examples/output_voltage_measurement/measurement.py","_wait_for_nidcpower_event","channels: nidcpower.session._SessionBase;cancellation_event: threading.Event;event_id: nidcpower.enums.Event;timeout: float","return: None","Waits for a specific `event_id` from NI-DCPOWER `channels` (e.g., SourceComplete). Includes `cancellation_event` support and a `timeout` to ensure SMU sequence stability.","A utility to synchronize with NI-DCPOWER instrument `channels`. It pauses until the given `event_id` occurs, a `cancellation_event` is triggered, or the `timeout` elapses. Used after initiating SMU operations.","Blocks execution pending an NI-DCPOWER `event_id` on the specified `channels`. This function handles `cancellation_event` and `timeout` for robust interaction with the SMU.","Helper function that polls NI-DCPOWER `channels` for an `event_id`. Features `cancellation_event` for early exit and `timeout` to prevent deadlocks in SMU communication.","Manages waiting for an NI-DCPOWER `event_id` from `channels`. The wait is bounded by `timeout` and can be interrupted by `cancellation_event`, crucial for reliable SMU control flow."
"/home/sujain/Desktop/dev/matchthecolumn/src/python_examples/output_voltage_measurement/measurement.py","main","verbosity: int","return: None","Main entry for an output voltage measurement example, combining NI-DCPOWER and VISA DMM. `verbosity` controls logging for sourcing `voltage_level` and the DMM's `measured_value`.","Runs a demonstration of sourcing with NI-DCPOWER on `output_pin` and measuring with a VISA DMM on `input_pin`. `verbosity` adjusts log detail for `voltage_level`, `measurement_type`, and `measured_value`.","Orchestrates a test involving NI-DCPOWER to set `voltage_level` and a VISA DMM for `measurement_type`. `verbosity` manages logging of the process and the final `measured_value`.","Top-level function for the output voltage measurement sequence. `verbosity` influences logging of SMU parameters (`current_limit`), DMM settings (`range`), and the resulting `measured_value`.","Initializes and executes a source (NI-DCPOWER `output_pin`, `voltage_level`) and measure (VISA DMM `input_pin`, `measurement_type`) operation. `verbosity` sets logging detail."
